Burst_Number,Type,Node_ID,X_2D,Y_2D,X_3D,Y_3D,Z_3D,Spike_Global_Index
1,Parabolic,0,0.2725870473679983,0.024946329023966905,0.27258704712836634,0.02494937275640864,0.6786009660774128,0
1,Parabolic,1,0.3858655742403526,0.012057419330322767,0.38586557422494283,0.012068309503454399,2.4445132864638657,1
1,Parabolic,2,0.3739254634835815,0.015005353569850688,0.3739254634075481,0.015018442923377534,2.3702484386295906,2
1,Parabolic,3,0.35823377527862615,0.017016328943841155,0.3582337751651814,0.017028691251123412,2.136287499126534,3
1,Parabolic,4,0.37392546348358147,0.015005353570507515,0.37392546340754806,0.015018442921553864,2.3702484386339373,4
1,Parabolic,5,0.35823377527862615,0.017016328943841155,0.3582337751651814,0.017028691251123412,2.136287499126534,5
1,Parabolic,6,0.3739254634835814,0.015005353565364445,0.37392546340754795,0.015018442922603445,2.370248438695329,6
1,Parabolic,7,0.3739254634835816,0.015005353570309559,0.37392546340754806,0.015018442922937658,2.37024843864756,7
1,Parabolic,8,0.37392546348358147,0.015005353568002111,0.37392546340754795,0.015018442922317472,2.370248438715292,8
1,Parabolic,9,5.564579964510856,-0.24806768407674679,5.564579965784641,-0.2481221209791829,3.0687197950688696,9
1,Parabolic,10,2.7995997225445968,1.6638314687217663,2.799599721755455,1.6638070909111395,0.25359874661012627,10
1,Parabolic,11,0.8301412141733029,0.009950583615796316,0.8301412142369661,0.0098818348847598,0.6145911170193709,11
1,Parabolic,12,0.3146068425655186,0.041735954594883745,0.31460684219260654,0.04171923928672419,0.5294851483339651,12
1,Parabolic,13,0.47299648803882377,-0.15668827503859764,0.4729964875960671,-0.15671577568023812,0.6180941057017326,13
1,Parabolic,14,0.8163605132801264,0.014882583068457855,0.8163605133055573,0.014820925492047665,0.5566533769167483,14
1,Parabolic,15,2.2281171667408675,1.464751956089839,2.228117166443073,1.464734632695398,0.3666581251244828,15
1,Parabolic,16,0.5642459601055883,-0.2194595151037814,0.5642459596996918,-0.21947441454593705,0.5540360994040014,16
1,Parabolic,17,0.5642459601055884,-0.21945951510078426,0.5642459596996918,-0.21947441454287908,0.5540360994243745,17
1,Parabolic,18,3.9602777296281655,1.078960831321039,3.9602777292401807,1.0789363717115832,0.5112171138514083,18
1,Parabolic,19,0.21012056833214365,-0.09177118082898605,0.21012056819897676,-0.09176836689735188,0.13484346834291455,19
1,Parabolic,20,0.6265542997217356,-0.21071013582650072,0.6265542992830788,-0.2107003568316555,0.5850794269704733,20
1,Parabolic,21,0.6173504036161606,-0.22155852579195806,0.6173504032087722,-0.22154800053135737,0.5702696202780407,21
1,Parabolic,22,3.325053570648186,1.4758650030839542,3.3250535700709554,1.475883358721075,0.4679829337513418,22
1,Parabolic,23,0.17811413675568477,-0.12953132160462988,0.17811413671036674,-0.12952279606245687,0.11911764175605732,23
1,Parabolic,24,0.5630932871590771,-0.2504621216643259,0.56309328687564,-0.25044619202596774,0.5008964872562406,24
1,Parabolic,25,3.224310855283116,1.2711102668562646,3.2243108543785013,1.2711673338422702,0.4134746642799655,25
1,Parabolic,26,0.5781362894328909,0.1160163719634264,0.5781362899525238,0.11601776779862538,0.15759402985574328,26
1,Parabolic,27,0.3185896190552044,-0.22375998760304044,0.31858961904921607,-0.22373237096260926,0.20129497950964073,27
1,Parabolic,28,0.5623345137623197,-0.1944406007117671,0.562334513440282,-0.19440936387166025,0.5378786429879979,28
